482.357	1	156
482.490	1	165
482.624	1	183
482.758	1	188
482.892	1	178
483.025	1	198
483.159	1	194
483.293	1	173
483.426	1	177
483.560	1	149
483.694	1	137
483.827	1	160
483.961	1	204
484.095	1	163
484.228	1	137
484.362	1	135
484.496	1	127
484.629	1	129
484.763	1	162
484.897	1	152
485.030	1	153
485.164	1	152
485.297	1	163
485.431	1	148
485.565	1	141
485.698	1	172
485.832	1	169
485.965	1	130
486.099	1	152
486.233	1	484
486.366	1	218
486.500	1	157
486.633	1	143
486.767	1	168
486.900	1	129
487.034	1	143
487.167	1	179
487.301	1	177
487.434	1	130
487.568	1	129
487.701	1	124
487.835	1	125
487.968	1	128
488.102	1	136
488.235	1	136
488.369	1	133
488.502	1	138
488.636	1	129
488.769	1	135
488.903	1	122
489.036	1	131
489.170	1	127
489.303	1	143
489.436	1	141
489.570	1	152
489.703	1	180
489.837	1	154
489.970	1	144
490.103	1	225
490.237	1	188
490.370	1	144
490.504	1	192
490.637	1	2515
490.770	1	848
490.904	1	738
491.037	1	385
491.170	1	253
491.304	1	207
491.437	1	227
491.570	1	176
491.704	1	176
491.837	1	166
491.970	1	182
492.104	1	176
492.237	1	165
492.370	1	167
492.504	1	142
492.637	1	117
492.770	1	143
492.904	1	162
493.037	1	219
493.170	1	209
493.303	1	209
493.437	1	488
493.570	1	313
493.703	1	179
493.836	1	163
493.970	1	172
494.103	1	156
494.236	1	194
494.369	1	146
494.502	1	127
494.636	1	127
494.769	1	164
494.902	1	-213
495.035	1	91
495.168	1	139
495.301	1	160
495.435	1	169
495.568	1	150
495.701	1	180
495.834	1	169
495.967	1	150
496.100	1	173
496.234	1	154
496.367	1	133
496.500	1	117
496.633	1	175
496.766	1	187
496.899	1	175
497.032	1	143
497.165	1	173
497.298	1	189
497.431	1	150
497.565	1	158
497.698	1	163
497.831	1	163
497.964	1	147
498.097	1	141
498.230	1	169
498.363	1	169
498.496	1	170
498.629	1	162
498.762	1	191
498.895	1	195
499.028	1	177
499.161	1	178
499.294	1	209
499.427	1	230
499.560	1	240
499.693	1	258
499.826	1	224
499.959	1	202
500.092	1	214
500.225	1	166
500.358	1	197
500.491	1	227
500.624	1	191
500.757	1	185
500.889	1	198
501.022	1	222
501.155	1	245
501.288	1	192
501.421	1	183
501.554	1	185
501.687	1	187
501.820	1	223
501.953	1	221
502.086	1	201
502.218	1	170
502.351	1	192
502.484	1	179
502.617	1	182
502.750	1	181
502.883	1	175
503.016	1	178
503.148	1	221
503.281	1	758
503.414	1	2450
503.547	1	376
503.680	1	189
503.812	1	200
503.945	1	231
504.078	1	252
504.211	1	209
504.344	1	204
504.476	1	204
504.609	1	183
504.742	1	199
504.875	1	216
505.007	1	249
505.140	1	256
505.273	1	189
505.406	1	-400
505.538	1	145
505.671	1	288
505.804	1	321
505.936	1	333
506.069	1	339
506.202	1	336
506.335	1	292
506.467	1	271
506.600	1	301
506.733	1	284
506.865	1	277
506.998	1	275
507.131	1	303
507.263	1	294
507.396	1	349
507.528	1	327
507.661	1	277
507.794	1	241
507.926	1	244
508.059	1	260
508.192	1	301
508.324	1	316
508.457	1	269
508.589	1	290
508.722	1	306
508.854	1	271
508.987	1	274
509.120	1	299
509.252	1	268
509.385	1	265
509.517	1	318
509.650	1	343
509.782	1	330
509.915	1	327
510.047	1	329
510.180	1	332
510.312	1	345
510.445	1	334
510.577	1	364
510.710	1	358
510.842	1	403
510.975	1	388
511.107	1	386
511.240	1	386
511.372	1	368
511.505	1	405
511.637	1	376
511.770	1	358
511.902	1	389
512.035	1	392
512.167	1	384
512.299	1	393
512.432	1	399
512.564	1	388
512.697	1	379
512.829	1	389
512.962	1	399
513.094	1	440
513.226	1	446
513.359	1	424
513.491	1	428
513.623	1	468
513.756	1	488
513.888	1	499
514.021	1	526
514.153	1	524
514.285	1	551
514.418	1	584
514.550	1	606
514.682	1	604
514.814	1	638
514.947	1	682
515.079	1	692
515.211	1	716
515.344	1	742
515.476	1	777
515.608	1	765
515.741	1	761
515.873	1	840
516.005	1	871
516.137	1	838
516.270	1	945
516.402	1	968
516.534	1	1120
516.666	1	1176
516.799	1	1310
516.931	1	1544
517.063	1	1908
517.195	1	2522
517.327	1	3230
517.460	1	3898
517.592	1	4209
517.724	1	4426
517.856	1	4409
517.988	1	4221
518.121	1	3770
518.253	1	3086
518.385	1	2202
518.517	1	1396
518.649	1	850
518.781	1	-206
518.913	1	361
519.046	1	804
519.178	1	764
519.310	1	706
519.442	1	723
519.574	1	738
519.706	1	787
519.838	1	852
519.970	1	871
520.102	1	925
520.234	1	1006
520.367	1	1089
520.499	1	1153
520.631	1	1171
520.763	1	1241
520.895	1	1307
521.027	1	1260
521.159	1	1369
521.291	1	4909
521.423	1	1803
521.555	1	1583
521.687	1	1749
521.819	1	1784
521.951	1	1694
522.083	1	1722
522.215	1	1751
522.347	1	1846
522.479	1	1823
522.611	1	1910
522.743	1	2026
522.875	1	2073
523.007	1	2132
523.139	1	2244
523.271	1	2362
523.403	1	2474
523.534	1	2500
523.666	1	2598
523.798	1	2666
523.930	1	2790
524.062	1	2933
524.194	1	2955
524.326	1	2848
524.458	1	2780
524.590	1	2885
524.722	1	2833
524.853	1	2745
524.985	1	2737
525.117	1	2874
525.249	1	3065
525.381	1	3160
525.513	1	2990
525.645	1	2878
525.776	1	3260
525.908	1	3296
526.040	1	3201
526.172	1	3221
526.304	1	3768
526.436	1	4247
526.567	1	5111
526.699	1	6144
526.831	1	6286
526.963	1	6612
527.094	1	7779
527.226	1	9847
527.358	1	12248
527.490	1	14893
527.621	1	17666
527.753	1	20666
527.885	1	22932
528.017	1	21717
528.148	1	19497
528.280	1	16526
528.412	1	14568
528.544	1	14428
528.675	1	17823
528.807	1	21437
528.939	1	22064
