-2412.904	1	110
-2406.902	1	149
-2400.903	1	141
-2394.909	1	116
-2388.917	1	138
-2382.930	1	131
-2376.946	1	153
-2370.966	1	141
-2364.989	1	119
-2359.016	1	143
-2353.047	1	131
-2347.081	1	131
-2341.119	1	146
-2335.161	1	149
-2329.206	1	139
-2323.255	1	137
-2317.307	1	122
-2311.363	1	127
-2305.423	1	162
-2299.486	1	164
-2293.553	1	143
-2287.624	1	155
-2281.698	1	151
-2275.775	1	200
-2269.857	1	188
-2263.941	1	170
-2258.030	1	192
-2252.122	1	169
-2246.217	1	176
-2240.317	1	167
-2234.419	1	170
-2228.525	1	491
-2222.635	1	661
-2216.749	1	217
-2210.866	1	151
-2204.986	1	-665
-2199.110	1	-99
-2193.238	1	134
-2187.369	1	153
-2181.504	1	162
-2175.642	1	163
-2169.784	1	148
-2163.929	1	173
-2158.078	1	171
-2152.230	1	173
-2146.386	1	182
-2140.545	1	168
-2134.708	1	175
-2128.874	1	155
-2123.044	1	174
-2117.218	1	154
-2111.395	1	157
-2105.575	1	156
-2099.759	1	161
-2093.946	1	164
-2088.137	1	156
-2082.332	1	153
-2076.530	1	25
-2070.731	1	-131
-2064.936	1	154
-2059.144	1	199
-2053.356	1	198
-2047.571	1	166
-2041.790	1	148
-2036.012	1	151
-2030.238	1	129
-2024.467	1	-397
-2018.699	1	-170
-2012.935	1	-140
-2007.175	1	27
-2001.417	1	129
-1995.664	1	173
-1989.913	1	205
-1984.167	1	156
-1978.423	1	145
-1972.683	1	52
-1966.947	1	-127
-1961.214	1	163
-1955.484	1	211
-1949.758	1	163
-1944.035	1	186
-1938.315	1	187
-1932.599	1	152
-1926.887	1	138
-1921.177	1	187
-1915.472	1	186
-1909.769	1	169
-1904.070	1	173
-1898.374	1	158
-1892.682	1	185
-1886.993	1	173
-1881.308	1	148
-1875.625	1	145
-1869.947	1	164
-1864.271	1	137
-1858.599	1	153
-1852.931	1	197
-1847.265	1	231
-1841.603	1	182
-1835.945	1	211
-1830.289	1	302
-1824.638	1	183
-1818.989	1	175
-1813.344	1	153
-1807.702	1	170
-1802.063	1	162
-1796.428	1	160
-1790.796	1	184
-1785.168	1	154
-1779.543	1	146
-1773.921	1	151
-1768.302	1	143
-1762.687	1	155
-1757.075	1	149
-1751.466	1	144
-1745.861	1	156
-1740.259	1	164
-1734.660	1	148
-1729.065	1	165
-1723.473	1	164
-1717.884	1	132
-1712.299	1	166
-1706.716	1	159
-1701.137	1	163
-1695.562	1	426
-1689.989	1	242
-1684.420	1	192
-1678.854	1	168
-1673.292	1	153
-1667.733	1	202
-1662.177	1	153
-1656.624	1	170
-1651.074	1	185
-1645.528	1	228
-1639.985	1	186
-1634.445	1	169
-1628.909	1	160
-1623.376	1	171
-1617.846	1	206
-1612.319	1	183
-1606.795	1	164
-1601.275	1	182
-1595.758	1	212
-1590.244	1	175
-1584.734	1	155
-1579.226	1	158
-1573.722	1	584
-1568.221	1	192
-1562.723	1	173
-1557.229	1	36
-1551.737	1	-272
-1546.249	1	140
-1540.764	1	171
-1535.283	1	172
-1529.804	1	182
-1524.329	1	165
-1518.857	1	208
-1513.388	1	196
-1507.922	1	165
-1502.460	1	182
-1497.000	1	179
-1491.544	1	180
-1486.091	1	197
-1480.641	1	221
-1475.194	1	250
-1469.751	1	220
-1464.311	1	182
-1458.873	1	193
-1453.439	1	181
-1448.009	1	221
-1442.581	1	200
-1437.156	1	184
-1431.735	1	222
-1426.317	1	240
-1420.901	1	255
-1415.489	1	-406
-1410.081	1	-1083
-1404.675	1	109
-1399.272	1	193
-1393.873	1	207
-1388.476	1	194
-1383.083	1	214
-1377.693	1	192
-1372.306	1	222
-1366.922	1	244
-1361.542	1	219
-1356.164	1	189
-1350.789	1	184
-1345.418	1	184
-1340.050	1	193
-1334.684	1	180
-1329.322	1	192
-1323.963	1	230
-1318.607	1	208
-1313.255	1	199
-1307.905	1	211
-1302.558	1	193
-1297.215	1	212
-1291.874	1	212
-1286.537	1	193
-1281.202	1	253
-1275.871	1	195
-1270.543	1	217
-1265.218	1	240
-1259.895	1	241
-1254.576	1	200
-1249.260	1	209
-1243.947	1	244
-1238.638	1	218
-1233.331	1	184
-1228.027	1	234
-1222.726	1	208
-1217.429	1	195
-1212.134	1	221
-1206.842	1	203
-1201.554	1	204
-1196.268	1	218
-1190.986	1	207
-1185.706	1	235
-1180.430	1	241
-1175.156	1	238
-1169.886	1	227
-1164.618	1	235
-1159.354	1	225
-1154.092	1	231
-1148.834	1	249
-1143.579	1	221
-1138.326	1	237
-1133.077	1	242
-1127.831	1	283
-1122.587	1	262
-1117.347	1	294
-1112.109	1	316
-1106.875	1	311
-1101.643	1	258
-1096.415	1	256
-1091.190	1	264
-1085.967	1	249
-1080.748	1	258
-1075.531	1	248
-1070.317	1	246
-1065.107	1	268
-1059.899	1	275
-1054.694	1	298
-1049.493	1	321
-1044.294	1	388
-1039.098	1	361
-1033.905	1	370
-1028.715	1	399
-1023.528	1	460
-1018.344	1	430
-1013.163	1	376
-1007.985	1	379
-1002.810	1	373
-997.638	1	358
-992.468	1	363
-987.302	1	382
-982.138	1	341
-976.978	1	316
-971.820	1	315
-966.666	1	295
-961.514	1	301
-956.365	1	316
-951.219	1	313
-946.076	1	326
-940.936	1	337
-935.799	1	345
-930.664	1	328
-925.533	1	353
-920.404	1	358
-915.279	1	343
-910.156	1	345
-905.036	1	362
-899.919	1	363
-894.805	1	380
-889.694	1	379
-884.585	1	415
-879.480	1	352
-874.377	1	378
-869.278	1	377
-864.181	1	385
-859.087	1	433
-853.996	1	420
-848.908	1	385
-843.822	1	402
-838.740	1	411
-833.660	1	394
-828.583	1	422
-823.509	1	421
-818.438	1	440
-813.370	1	479
-808.305	1	514
-803.242	1	473
-798.182	1	457
-793.125	1	449
-788.071	1	513
-783.020	1	501
-777.972	1	472
-772.926	1	470
-767.883	1	532
-762.844	1	513
-757.806	1	529
-752.772	1	543
-747.741	1	551
-742.712	1	559
-737.686	1	587
-732.663	1	586
-727.643	1	615
-722.626	1	635
-717.611	1	665
-712.599	1	668
-707.590	1	640
-702.584	1	658
-697.581	1	683
-692.580	1	733
-687.582	1	741
-682.587	1	791
-677.595	1	830
-672.605	1	790
-667.619	1	854
-662.635	1	869
-657.654	1	895
-652.675	1	916
-647.700	1	923
-642.727	1	983
-637.757	1	1012
-632.789	1	1057
-627.825	1	1133
-622.863	1	1231
-617.904	1	1297
-612.948	1	1402
-607.994	1	1664
-603.043	1	1891
-598.095	1	2227
-593.150	1	2877
-588.207	1	3899
-583.268	1	4906
-578.331	1	5577
-573.396	1	5851
-568.465	1	5814
-563.536	1	5428
-558.610	1	4515
-553.686	1	3496
-548.766	1	2327
-543.848	1	1512
-538.932	1	1084
-534.020	1	938
-529.110	1	858
-524.203	1	850
-519.298	1	860
-514.397	1	848
-509.498	1	845
-504.602	1	869
-499.708	1	916
-494.817	1	982
-489.929	1	1054
-485.043	1	1121
-480.161	1	1153
-475.281	1	1129
-470.403	1	1248
-465.528	1	1277
-460.656	1	1290
-455.787	1	1277
-450.920	1	1353
-446.056	1	1433
-441.195	1	1469
-436.336	1	1504
-431.480	1	1600
-426.627	1	1677
-421.777	1	1758
-416.929	1	1843
-412.083	1	1912
-407.241	1	1981
-402.401	1	2064
-397.563	1	2177
-392.729	1	2332
-387.897	1	2354
-383.067	1	2392
-378.240	1	2397
-373.416	1	2521
-368.595	1	2651
-363.776	1	2771
-358.960	1	2815
-354.146	1	2933
-349.336	1	3034
-344.527	1	3248
-339.722	1	3521
-334.919	1	3201
-330.118	1	3010
-325.321	1	2890
-320.525	1	2759
-315.733	1	2613
-310.943	1	2462
-306.156	1	2253
-301.371	1	2147
-296.589	1	2034
-291.810	1	1920
-287.033	1	1986
-282.258	1	2011
-277.487	1	2156
-272.718	1	2278
-267.951	1	2498
-263.187	1	2668
-258.426	1	2787
-253.668	1	2913
-248.912	1	3002
-244.158	1	3126
-239.407	1	3249
-234.659	1	3633
-229.913	1	3915
-225.170	1	4467
-220.429	1	5045
-215.691	1	5589
-210.956	1	6304
-206.223	1	6911
-201.493	1	7418
-196.765	1	8168
-192.040	1	10047
-187.317	1	12782
-182.597	1	16015
-177.880	1	19615
-173.165	1	22522
-168.453	1	24239
-163.743	1	24583
-159.036	1	24751
-154.331	1	26334
-149.629	1	31813
-144.929	1	32914
-140.232	1	34898
-135.537	1	39241
-130.845	1	45704
-126.156	1	52365
-121.469	1	55176
-116.785	1	52696
-112.103	1	47773
-107.423	1	43061
-102.747	1	41452
-98.072	1	45018
-93.401	1	44577
-88.731	1	44357
-84.065	1	39425
-79.400	1	35633
-74.739	1	36221
-70.079	1	53298
-65.423	1	64225
-60.769	1	64141
-56.117	1	64085
-51.468	1	64119
-46.821	1	64007
-42.177	1	63909
-37.535	1	63871
-32.896	1	63849
-28.259	1	42042
-23.625	1	32801
-18.994	1	28640
-14.364	1	27235
-9.738	1	25302
-5.113	1	21864
-0.492	1	19319
4.128	1	17779
8.744	1	17319
13.359	1	17038
17.971	1	16349
22.580	1	15255
27.187	1	14272
31.791	1	13293
36.393	1	12802
40.993	1	12639
45.590	1	12512
50.185	1	12052
54.777	1	11413
59.366	1	11299
63.954	1	10981
68.538	1	10076
73.121	1	10034
77.701	1	9420
82.278	1	8941
86.853	1	8417
91.426	1	8032
95.996	1	7795
100.563	1	7271
105.128	1	7493
109.691	1	7317
114.252	1	7129
118.810	1	7336
123.365	1	7282
127.918	1	7206
132.469	1	6858
137.017	1	6459
141.563	1	6146
146.106	1	6135
150.647	1	5992
155.186	1	5741
159.722	1	5565
164.256	1	5484
168.787	1	5255
173.316	1	5082
177.842	1	5058
182.366	1	4838
186.888	1	4810
191.407	1	4667
195.924	1	4922
200.439	1	4735
204.951	1	4390
209.461	1	4299
213.968	1	4098
218.473	1	3364
222.976	1	2325
227.476	1	2281
231.974	1	2885
236.469	1	3860
240.962	1	4974
245.453	1	6146
249.941	1	6981
254.427	1	7896
258.910	1	8394
263.391	1	8666
267.870	1	8606
272.347	1	8465
276.821	1	8225
281.292	1	8174
285.762	1	8017
290.229	1	7800
294.693	1	7682
299.156	1	7403
303.616	1	7214
308.073	1	7184
312.528	1	6900
316.981	1	6728
321.432	1	6643
325.880	1	6340
330.326	1	6345
334.769	1	6235
339.210	1	5906
343.649	1	5814
348.086	1	7241
352.520	1	6099
356.952	1	5607
361.381	1	5518
365.808	1	5436
370.233	1	5367
374.656	1	5195
379.076	1	5081
383.494	1	4908
387.909	1	4749
392.322	1	4449
396.733	1	4265
